ARTIST NAME,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS,,,,,
Kenneth Noland,American,1924,2010,Double Turn,1974,Magna on canvas,"1,997.259",1997,Not on view,,,,,
Kenneth Noland,American,1924,2010,October,1961,Acrylic on canvas,2006.32.48,2006,On view in Gallery 923,,,,,
Kenzo Okada,American,1902,1982,Arrow,1955,Oil on canvas,56.155,1956,Not on view,,,,,
Kenzo Okada,American,1902,1982,Vision,1959,Oil on canvas,"1,995.542",1995,Not on view,,,,,
Keun-Joong Kim,Korean,1955,Null,Natural Being I,1993,Painted plaster with metal/ glue/ straw/ and ink on burlap,1995.517.3,1995,Not on view,,,,,
Kevin Larmon,American,1955,Null,Blanket,1986,Oil on canvas,1986.513.1,1986,Not on view,,,,,
Kevin Larmon,American,1955,Null,Front,1986,Oil on canvas,1986.513.2,1986,Not on view,,,,,
Kevin Larmon,American,1955,Null,Delphinium,1988,Oil/ graphite/ charcoal and pebbles on canvas,2002.528.1,2002,Not on view,,,,,
Kevin Larmon,American,1955,Null,Untitled #1,1987,Watercolor/ gouache/ graphite/ cut and pasted printed paper/ and varnish on paper,2002.528.2,2002,Not on view,,,,,
Kevin Moss,American,1957,Null,Morning Becomes Elektra,1984,Oil on Masonite,"1,985.5",1985,Not on view,,,,,
Klaus Fussmann,German,1938,Null,Interior No. 6,1971,Oil/ and synthetic resin on canvas,"1,972.176",1972,Not on view,,,,,
Komar & Melamid,American,Null,Null,Blindman's Buff,1982,Oil on canvas,"1,991.466",1991,Not on view,,,,,
Konstantin Somov,Russian,1869,1939,Sergievo,1897,Gouache on paper,1972.146.9,1972,Not on view,,,,,
Kumi Sugai,Japanese,1919,1996,Kaminari,1960,Oil on canvas,1971.229.2,1971,Not on view,,,,,
Kurt Ferdinand Roesch,American,1905,1984,Midtown Manhattan,1939,Oil and chalk on canvas,42.168,1942,Not on view,,,,,
Lamar Dodd,American,1909,1996,Monhegan Theme,1949,Oil on canvas,51.98,1951,Not on view,,,,,
Larry Poons,American,1937,Null,Number 23,1972,Acrylic on canvas,"1,973.66",1973,Not on view,,,,,
Larry Poons,American,1937,Null,Rosewood,1966,Oil on canvas,"1,982.337",1982,Not on view,,,,,
Larry Rivers,American,1923,2002  ,The Sitter,1956,Oil on canvas,56.187,1956,Not on view,,,,,
Larry Rivers,American,1923,2002  ,Seated Figure,1960,Oil on canvas,68.208,1968,Not on view,,,,,
Larry Rivers,American,1923,2002  ,Black Jack (Two Jacks,1989,Colored pencil/ graphite/ and oil on cloth lined paper,1992.209.2,1992,Not on view,,,,,
Larry Rivers,American,1923,2002  ,Portrait of Berdie/ Number II,1953,Oil on canvas,2006.32.53,2006,Not on view,,,,,
Larry Zox,American,1937,2006,Untitled (from the Double Gemini Series,1966,Oil on canvas,"1,978.565",1978,Not on view,,,,,
László Moholy-Nagy,American,1895,1946,Untitled,1946,Oil on Plexiglas and wood frame,"1,986.358",1986,Not on view,,,,,
Lawrence Edward Kupferman,American,1909,1982,Low Tide Section,1947,Gouache and casein ink on paper,1990.224.1,1990,Not on view,,,,,
Lawrence Edward Kupferman,American,1909,1982,Microscopic World,1950,Watercolor/ gouache/ and casein ink on paper,1990.224.2,1990,Not on view,,,,,
Lawrence H. Lebduska,American,1894,1966,Steers at Play,1937,Oil on canvas,67.187.145,1967,Not on view,,,,,
Lawrence H. Lebduska,American,1894,1966,Untitled,1940,Oil on canvas,"1,997.128",1997,Not on view,,,,,
Lee Gatch,American,1902,1968,The Thorn,1953,Oil on canvas,54.10.1,1954,Not on view,,,,,
Lee Gatch,American,1902,1968,Diana,1942,Oil on canvas on board,"1,979.544",1979,Not on view,,,,,
Lee Jackson,American,1909,2002,Incident in the Parade/ St. Patrick's Day,1944,Oil on canvas,44.160.2,1944,Not on view,,,,,
Lee Jaffe,American,1950,Null,The Life and Times of Sally Hemmings/ Part II,1984,Oil/ silver/ bronze and aluminum paint/ $2 bills/ wax/ and sand on mirror and wood,1986.105a-c,1986,Not on view,,,,,
Lee Krasner,American,1908,1984,Still Life on a Table,1938,Oil on paper,"1,982.206",1982,Not on view,,,,,
Lee Krasner,American,1908,1984,Rising Green,1972,Oil on canvas,"1,983.202",1983,Not on view,,,,,
Lee Krasner,American,1908,1984,Untitled,1948,Oil on canvas,"1,986.354",1986,Not on view,,,,,
Lee Krasner,American,1908,1984,Self-Portrait,1929,Oil on canvas,1988.119.3,1988,Not on view,,,,,
Lee Krasner,American,1908,1984,Gansevoort/ Number 1,1934,Oil on canvas,1997.403.1,1997,Not on view,,,,,
Lee Krasner,American,1908,1984,Self-Portrait,1929,Oil and graphite on paper,1997.403.2,1997,Not on view,,,,,
Leif Neandross,Null,Null,Null,Bar/ Child's Restaurant/ ,1932,Collage: Watercolor/ gouache/ ink/ painted paper/ graphite on board,"2,001.661",2001,Not on view,,,,,
Leland Bell,American,1922,1991,Frank O'Brian,1960,Oil on pre primed canvas glued to Masonite,"1,993.472",1993,Not on view,,,,,
Léna Bergner,German,1906,1981,"BAUHAUS ARCHIVE/ Design for ""Metro"" Textile",1932,Gouache/ graphite/ and crayon on paper,1985.198.41,1985,Not on view,,,,,
Léon Bakst,Russian,1866,1924,Mme Ida Rubinstein,1910,Watercolor/ gouache/ and graphite on paper/ mounted on canvas,64.97.1,1964,Not on view,,,,,
Leon Karp,American,1903,1951,Yellow Sweater,1947,Oil on canvas,52.87,1952,Not on view,,,,,
Leon Kelly,American,1901,1982,Blue Plate,1940,Gouache on paper,43.46.5,1943,Not on view,,,,,
Leon Kelly,American,1901,1982,Vista at the Edge of the Sea,1940,Oil on canvas,"1,981.19",1981,Not on view,,,,,
Leon Kossoff,British,1926,Null,Portrait of Chaim/ Number 1,1987,Oil on Masonite,"1,989.82",1989,Not on view,,,,,
Leon Kroll,American,1884,1974,Nita Reading,1932,Oil on canvas,32.61,1932,Not on view,,,,,
Leon Kroll,American,1884,1974,Cape Ann,1934,Oil on canvas,35.65,1935,Not on view,,,,,
Leon Kroll,American,1884,1974,Nude,1933,Oil on canvas,49.127,1949,Not on view,,,,,
Leon Kroll,American,1884,1974,Rooftops of ,1923,Oil on canvas,"1,983.437",1983,On view in Gallery 902,,,,,
Leon Polk Smith,American,1906,1996,Accent Black,1949,Oil on canvas,"1,971.166",1971,On view in Gallery 912,,,,,
Leon Polk Smith,American,1906,1996,The River,1961,Oil on canvas,"1,981.505",1981,Not on view,,,,,
Léon Spilliaert,Belgian,1881,1946,Self-Portrait,1907,Gouache/ watercolor/ and colored pencil on paper,"1,980.208",1980,On view in Gallery 813,,,,,
Leonard Koscianski,American,1952,Null,Wild Dogs,1982,Oil on canvas,"1,984.222",1984,Not on view,,,,,
Leonardo Drew,American,1961,Null,Number 1A,1999,Asphaltum/ oil/ and graphite on joined papers,"2,001.15",2001,Not on view,,,,,
Leonardo Drew,American,1961,Null,Number 2A,1999,Asphaltum/ oil/ and graphite/ ink marker on joined papers,"2,001.151",2001,Not on view,,,,,
Leonid,American,1896,1976,Woodyard by the Sea,1937,Oil on canvas,44.43,1944,Not on view,,,,,
Leonid Lamm,American,1928,Null,Untitled (Read My Lips,1990,Oil and acrylic on canvas,1993.495.1,1993,Not on view,,,,,
Leonid Lamm,American,1928,Null,Untitled (Washington and Lenin,1991,Acrylic on canvas,1993.495.2,1993,Not on view,,,,,
Leonid Lamm,American,1928,Null,Untitled (Sportsmen,1991,Acrylic/ graphite/ and ink on canvas,1993.495.3,1993,Not on view,,,,,
Leonor Fini,Italian,1908,1996,Mrs. Ambrose Chambers,1940,Oil on canvas,"1,983.192",1983,Not on view,,,,,
Leonora Carrington,Mexican,1917,2011,Self-Portrait,1937,Oil on canvas,2002.456.1,2002,On view in Gallery 901,,,,,
Leonora Carrington,Mexican,1917,2011,Costume design for the play Penelope: Fantastic Figure with Leaves,1959,Gouache on prepared illustration board,"2,003.221",2003,Not on view,,,,,
Leopold Seyffert,American,1887,1956,Old Spanish Woman,1914,Oil on canvas,27.62,1927,Not on view,,,,,
Leopold Seyffert,American,1887,1956,In the Studio,1933,Oil on canvas,62.212,1962,Not on view,,,,,
Lester Johnson,American,1919,2010,Head in Red,1964,Oil on canvas,"1,983.577",1983,Not on view,,,,,
Lester Johnson,American,1919,2010,Three Bowery Figures,1964,Oil on canvas,"1,984.92",1984,Not on view,,,,,
Li Yan Pin,Chinese,1956,Null,Abstraction Number 7,1988,Sumi ink/ watercolor/ and gouache on paper,"1,993.4",1993,Not on view,,,,,
Liliana Porter,American,1941,Null,The Way Out,1990,Acrylic on canvas,"1,991.13",1991,Not on view,,,,,
Lily Cushing,American,1909,1968,Chuan-Chi,1960,Oil on paper mounted on board,62.59,1962,Not on view,,,,,
Lisa Spiros,American,1959,Null,Pendant necklace,1992,Oil patinated stainless steel sheet and cable,2007.384.53,2007,Not on view,,,,,
Lizbeth Mitty,American,1952,Null,Break Out,1982,Acrylic on canvas,"1,983.443",1983,Not on view,,,,,
Lodewijk Karel Bruckman,American,1903,1980,Mobile,1955,Oil on canvas,56.208,1956,Not on view,,,,,
Lois Bartlett Tracy,American,1901,2008,Textural Space,1947,Oil on canvas,"1,993.45",1993,Not on view,,,,,
Lois Lane,American,1948,Null,Untitled,1978,Oil/ gesso/ metallic paint/ and graphite on canvas,"1,993.453",1993,Not on view,,,,,
Lois Mailou Jones,American,1905,1998,Cauliflower and Pumpkin,1938,Oil on canvas,"1,981.535",1981,Not on view,,,,,
Loren MacIver,American,1909,1998,Carey's Backyard,1939,Oil on canvas,43.47.13,1943,Not on view,,,,,
Loren MacIver,American,1909,1998,,1949,Oil on canvas,49.161,1949,Not on view,,,,,
Loren MacIver,American,1909,1998,Acropolis,1956,Oil on canvas,56.79,1956,Not on view,,,,,
Loren MacIver,American,1909,1998,Hyacinths,1950,Oil on canvas,"1,993.259",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Quincaillerie,1954,Oil on canvas,"1,993.278",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Autumn on 11th Street,1958,Oil on Masonite,"1,993.279",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Hearth,1957,Oil and plaster on Masonite,"1,993.28",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,"Rue de la Tombe, Issoire",1963,Oil on canvas,"1,993.3",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,"Rue de la Tombe, Issoire",1963,Oil on canvas,"1,993.3",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,April,1960,Oil on canvas,"1,993.301",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Landscape in Provence,1967,Oil on canvas,"1,993.322",1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Forget-Me-Nots,1945,Oil on canvas,1993.173.1,1993,Not on view,,,,,
Loren MacIver,American,1909,1998,Penny Candy Vendors,1940,Oil on canvas,1993.173.2,1993,Not on view,,,,,
Louis Bouché,American,1896,1969,Jane and Tuffy,1934,Oil on canvas,37.42,1937,Not on view,,,,,
Louis Bouché,American,1896,1969,Baseball Game/ Long Island,1939,Oil on canvas,40.48.2,1940,Not on view,,,,,
Louis Bouché,American,1896,1969,Ten Cents A Ride,1942,Oil on canvas,42.157,1942,Not on view,,,,,
Louis Bouché,American,1896,1969,Stamford Gas Works,1933,Oil on canvas,"1,991.225",1991,Not on view,,,,,
Louis Bouché,American,1896,1969,Stamford Gas Works,1933,Oil on canvas,"1,991.225",1991,Not on view,,,,,
Louis Jean Liberté,American,1896,1965,Night,1943,Gouache on cardboard,45.34.4,1945,Not on view,,,,,
Louis Süe,French,1875,1968,Claude Terrasse,1897,Oil on canvas,"2,001.449",2001,Not on view,,,,,
Louisa Chase,American,1951,Null,Pink Cave,1983,Oil on canvas,"1,983.173",1983,Not on view,,,,,
Louisa Chase,American,1951,Null,Fire and Rain,1982,Oil on canvas,"1,983.231",1983,Not on view,,,,,
Louisa Chase,American,1951,Null,Untitled,1983,Oil on paper,"1,983.261",1983,Not on view,,,,,
Louise Bourgeois,American,1911,2010,The Sweet Smell of Indigo,1968,Watercolor/ charcoal/ and gouache on paper,"1,982.228",1982,On view in Gallery 916,,,,,
Louise Fishman,American,1939,Null,Grand Slam,1985,Oil on canvas,"1,986.387",1986,Not on view,,,,,
Luc Lanel,French,1894,1966,Transat,1933,Silver-plated metal/ glass,1985.430.9a-e,1985,Not on view,,,,,
Lucas Samaras,American,1936,Null,Reconstruction No. 113,1979,Sewn fabrics,"1,986.357",1986,Not on view,,,,,
Lucas Samaras,American,1936,Null,Wound #18,2000,Acrylic on canvas,2014.40.8,2014,Not on view,,,,,
Lucia Autorino Salemme,American,1919,2010,Green Sphere Balancing Others,1941,Watercolor/ gouache/ ink/ and graphite on paper,"1,996.221",1996,Not on view,,,,,
Lucia Autorino Salemme,American,1919,2010,Swallow Swift on Yellow,1941,Watercolor/ gouache/ ink/ and graphite on paper,"1,996.222",1996,Not on view,,,,,
Lucian Freud,British,1922,2011,"Naked Man, Back View",1991,Oil on canvas,"1,993.71",1993,On view in Gallery 915,,,,,
Lucien Lévy-Dhurmer,French,1865,1953,Mural,1910,Oil on canvas,66.244.3,1966,On view in Gallery 813,,,,,
Lucien Lévy-Dhurmer,French,1865,1953,Mural,1910,Oil on canvas,66.244.4,1966,On view in Gallery 813,,,,,
Lucien Lévy-Dhurmer,French,1865,1953,Mural,1910,Oil on canvas,66.244.5,1966,On view in Gallery 813,,,,,
Lucien Lévy-Dhurmer,French,1865,1953,Mural,1910,Oil on canvas,66.244.6,1966,On view in Gallery 813,,,,,
Lucy Jones,British,1955,Null,Spring Southbank,1987,Oil on canvas,"1,988.49",1988,Not on view,,,,,
Lucy Jones,British,1955,Null,Winter Southbank,1987,Oil on canvas,"1,988.51",1988,Not on view,,,,,
Ludwig Sander,American,1906,1975,Cherokee III,1968,Oil on canvas,1974.376.2,1974,Not on view,,,,,
Ludwig Sander,American,1906,1975,Rappahanock IV,1974,Oil on canvas,"1,975.33",1975,Not on view,,,,,
Ludwig Sander,American,1906,1975,Untitled,1963,Oil and charcoal on canvas,"1,986.405",1986,Not on view,,,,,
Ludwig Sander,American,1906,1975,Untitled,1961,Oil on canvas,2005.484.9,2005,Not on view,,,,,
Luigi Lucioni,American,1900,1988,Pears with Pewter,1930,Oil on canvas,34.63,1934,Not on view,,,,,
Luigi Lucioni,American,1900,1988,Jared French,1930,Oil on canvas,"1,994.74",1994,On view in Gallery 913,,,,,
Luis Cruz Azaceta,American,1942,Null,The Dance of Latin America,1983,Acrylic on canvas,"1,985.32",1985,Not on view,,,,,
Luis Lizardo,Venezuelan,1956,Null,Breeze,1989,Oil on canvas,"1,990.7",1990,Not on view,,,,,
Luis Lizardo,Venezuelan,1956,Null,Breeze,1989,Oil on canvas,"1,990.7",1990,Not on view,,,,,
Luise Kaish,American,1925,Null,H.H.H.,1981,Oil cut and pasted canvas and thread on canvas,"1,981.392",1981,Not on view,,,,,
Luise Kaish,American,1925,Null,H.H.H.,1981,Oil/ cut and pasted canvas/ and thread on canvas,"1,981.392",1981,Not on view,,,,,
Lydia Dona,American,1955,Null,Untitled Grey Number 11,1987,Oil/ enamel acrylic on canvas,"1,988.237",1988,Not on view,,,,,
Lynn Bostick,American,1940,Null,Man and Woman Stopping to Look at the View,1983,Oil on canvas,1983.465.2,1983,Not on view,,,,,
Lyonel Charles Feininger,American,1871,1956,Gelmeroda,1936,Oil on canvas,42.158,1942,On view in Gallery 900,,,,,
Lyonel Charles Feininger,American,1871,1956,Courtyard III,1949,Oil on canvas,67.187.161,1967,Not on view,,,,,
Malcolm Bailey,American,1947,2011,Untitled,1972,Cut and pasted paper/ and acrylic on Plexiglas,1980.574.4,1980,Not on view,,,,,
Malcolm Bailey,American,1947,2011,Untitled #8,1971,Acrylic and cut and pasted papers on Plexiglas,2011.590.1,2011,Not on view,,,,,
Malcolm Morley,American,1931,Null,On Deck,1966,Magna on canvas,"1,980.289",1980,On view in Gallery 915,,,,,
Malcolm Morley,American,1931,Null,Rat Tat Tat,2001,Oil on linen,"2,013.946",2013,Not on view,,,,,
Man Ray,American,1890,1976,The Mime,1916,Oil on Masonite,"1,982.333",1982,Not on view,,,,,
Manierre Dawson,American,1887,1969,Meditation,1913,Oil on wood panel,"2,005.479",2005,Not on view,,,,,
Manierre Dawson,American,1887,1969,Statement,1913,Oil on wood panel,"2,006.222",2006,Not on view,,,,,
Manierre Dawson,American,1887,1969,Meeting (The Three Graces,1912,Oil on canvas,"2,007.331",2007,On view in Gallery 910,,,,,
Manolo Millares,Spanish,1926,1972,Homúnculo,1966,Watercolor/ gouache/ ink/ and graphite on paper,2002.456.53,2002,Not on view,,,,,
Manolo Valdés,Spanish,1942,Null,Portrait of a Woman,1990,Oil/ tar/ masking tape/ and powdered pigment on burlap,"1,991.212",1991,Not on view,,,,,
Manolo Valdés,Spanish,1942,Null,Portrait of a Woman,1991,Graphite and oil on cut/ torn/ and taped papers on papers,1991.400.2,1991,Not on view,,,,,
Manolo Valdés,Spanish,1942,Null,Portrait of a Woman,1991,Graphite/ encaustic/ and oil on torn and taped papers,1991.400.4,1991,Not on view,,,,,
Marc Chagall,French,1887,1985,Water Carrier by Moonlight,1911,Watercolor/ gouache/ and ink on paper,1984.433.56,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,Susanna and the Elders,1912,Gouache/ metallic paints/ and ink on paper,1984.433.57,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,A Water Carrier and a Coachman,1912,Gouache and ink on paper,1984.433.58,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,A Pinch of Snuff,1912,Watercolor and gouache on paper,1984.433.59,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,The Marketplace/ Vitebsk,1917,Oil on canvas,1984.433.6,1984,On view in Gallery 900,,,,,
Marc Chagall,French,1887,1985,Couple,1911,Watercolor and gouache on paper,1984.433.60,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,The Village Idiot,1914,Oil and graphite on paper,1984.433.61,1984,Not on view,,,,,
Marc Chagall,French,1887,1985,Snow/ Winter in Vitebsk,1911,Gouache on cardboard,1990.274.1ab,1990,Not on view,,,,,
Marc Chagall,French,1887,1985,The Lovers,1913,Oil on canvas,1999.363.14,1999,Not on view,,,,,
Marc Chagall,French,1887,1985,Palette,1974,Painting palette,2002.456.129,2002,Not on view,,,,,
Marc Chagall,French,1887,1985,Bride with Fan,1911,Oil on canvas,2002.456.8,2002,Not on view,,,,,
Marc Chagall,French,1887,1985,Lovers among Lilacs,1930,Oil on canvas,2007.247.2,2007,On view in Gallery 901,,,,,
Marc Chagall,French,1887,1985,Cow with a Parasol,1946,Oil on canvas,2007.247.3,2007,Not on view,,,,,
Marcel Vertes,Hungarian,1895,1961,Decorative panels for a room (1-27); small model of room assembled (28),1947,Oil on Masonite,50.54.1-28,1950,Not on view,,,,,
Marcia Grostein,Brazilian,1949,Null,The Sacred Garden of Adam,1988,Oil on canvas,"1,991.5",1991,Not on view,,,,,
Margarete Willers,German,1883,1977,BAUHAUS ARCHIVE,1920,Gouache and graphite on paper,1985.198.117,1985,Not on view,,,,,
Margery Edwards,Australian,1933,1989,NY 914,1988,Oil on canvas,1991.474.2,1991,Not on view,,,,,
Margit Varga,American,1908,2005,Main Street/ Brewster,1941,Oil on canvas,47.47,1947,Not on view,,,,,
Margo Hoff,American,1912,2008,Disco,1981,Acrylic and cut and pasted canvas on canvas,"1,981.408",1981,Not on view,,,,,
Margo Hoff,American,1912,2008,Vermillion Banner,1982,Acrylic/ charcoal and cut and pasted canvas on canvas,"1,983.578",1983,Not on view,,,,,
Marguerite Zorach,American,1887,1968,Shells and Things,1936,Oil on canvas,39.25,1939,Not on view,,,,,
Marguerite Zorach,American,1887,1968,Near Hebron,1911,Oil on canvas,"1,979.222",1979,Not on view,,,,,
Mari-Louise Van Esselstyn,American,1921,Null,The Mole,1944,Egg tempera on Masonite,"2,001.347",2001,Not on view,,,,,
Maria Elena Vieira da Silva,French,1908,1992,Untitled,1952,Oil on canvas,1991.402.15,1991,Not on view,,,,,
Marianne Appel,American,1913,1988,Winter '39,1940,Gouache on paper,40.154,1940,Not on view,,,,,
